id,part_code,part_name,locator_id,created_at
0142f2f2-e241-4fb4-b28c-219b208398c3,SKU-11307,Body Shell Q11,CTRA1-K-024-2,2026-07-21 02:30:02.965479+00
015217da-ef01-4f3e-a129-6f973afd45e3,SKU-10101,Casing O51,CTRA1-A-051-2,2026-07-21 02:30:02.965479+00
01783cb6-8525-4e36-bbdc-a21318baee1d,SKU-11337,Panel N50,CTRA1-K-039-2,2026-07-21 02:30:02.965479+00
0182c593-a42e-4e05-8e6f-1f4a6fabacf0,SKU-10964,Gearbox D75,CTRA1-H-042-1,2026-07-21 02:30:02.965479+00
01844a36-bf47-4bb9-975a-649495ca93f3,SKU-10362,Panel K92,CTRA1-C-056-1,2026-07-21 02:30:02.965479+00
01d9055a-7bdc-48b8-8e09-1d64046852c1,SKU-10573,Sensor Component W41,CTRA1-E-035-2,2026-07-21 02:30:02.965479+00
01dcd0c7-7971-4fea-8a7a-44e797190a3d,SKU-11374,Body Shell M20,CTRA1-K-058-1,2026-07-21 02:30:02.965479+00
01f4afb0-526a-4d6e-abd9-c967337d644a,SKU-11189,Body Shell I20,CTRA1-J-028-2,2026-07-21 02:30:02.965479+00
01f88f21-6885-40a7-bf1f-b5c5d3cf71bc,SKU-12545,Sensor Component X92,CTRA1-U-013-2,2026-07-21 02:30:02.965479+00
01ff4baa-4826-4e27-8e0b-80536c059f53,SKU-11821,Motor P9,CTRA1-O-029-2,2026-07-21 02:30:02.965479+00
020018e1-ad2b-48e3-b7b7-ef75857cdece,SKU-11508,Sensor Component R47,CTRA1-L-062-1,2026-07-21 02:30:02.965479+00
02015c06-d0cf-4f0e-8458-b77951d079b7,SKU-12174,Panel V44,CTRA1-R-017-1,2026-07-21 02:30:02.965479+00
023f20d9-b680-4336-a326-65c02077c2b6,SKU-12530,Wheel Axle C50,CTRA1-U-006-1,2026-07-21 02:30:02.965479+00
0248748f-35db-4894-a946-31ae65017711,SKU-11279,Sensor Component F65,CTRA1-K-010-2,2026-07-21 02:30:02.965479+00
024addc8-ccf1-49db-8092-92f79b4badcd,SKU-12310,Panel R67,CTRA1-S-022-1,2026-07-21 02:30:02.965479+00
0262c898-320c-464b-b0a5-de48fe0aa502,SKU-11997,Body Shell M86,CTRA1-P-054-2,2026-07-21 02:30:02.965479+00
0277f592-c08f-4385-99ad-6f3db2a81d72,SKU-10174,Body Shell P68,CTRA1-B-025-1,2026-07-21 02:30:02.965479+00
02911722-ff74-454c-8385-869351fbbd44,SKU-12551,Body Shell V10,CTRA1-U-016-2,2026-07-21 02:30:02.965479+00
02ae65ae-c50e-4301-a0eb-186c85456697,SKU-10409,Body Shell U70,CTRA1-D-016-2,2026-07-21 02:30:02.965479+00
02b2cd40-f78c-43e1-8dae-a6e8062a6b6e,SKU-11177,Panel B73,CTRA1-J-022-2,2026-07-21 02:30:02.965479+00
02c784bb-f046-458c-8478-60291f71c68f,SKU-12781,Gearbox W42,CTRA1-W-005-2,2026-07-21 02:30:02.965479+00
02e01703-d475-41cf-95b4-75cbe0b00631,SKU-11332,Gearbox Y17,CTRA1-K-037-1,2026-07-21 02:30:02.965479+00
02e1ef8a-9a8b-4cc3-8022-9a7042337b5a,SKU-10068,Body Shell R26,CTRA1-A-035-1,2026-07-21 02:30:02.965479+00
03003f51-2096-46d2-aa5e-95a920843f92,SKU-11330,Panel M62,CTRA1-K-036-1,2026-07-21 02:30:02.965479+00
034b1398-ae9c-4e8d-8f02-b9edfb50b19a,SKU-10169,Sensor Component J10,CTRA1-B-022-2,2026-07-21 02:30:02.965479+00
03651613-8115-4ba7-b06e-c7c2fd5ade64,SKU-12618,Casing X42,CTRA1-U-050-1,2026-07-21 02:30:02.965479+00
0369eafc-cdb9-4662-a0af-40517dae6f93,SKU-12328,Panel G27,CTRA1-S-031-1,2026-07-21 02:30:02.965479+00
036ecdba-4b08-46e1-80d4-0e5b4684babd,SKU-11700,Casing Q7,CTRA1-N-032-1,2026-07-21 02:30:02.965479+00
0373ea84-4898-4ad0-9f57-a8f28fc0fd32,SKU-10083,Motor B73,CTRA1-A-042-2,2026-07-21 02:30:02.965479+00
0396daea-e91c-44f3-8972-b4ac029eda4f,SKU-11601,Panel J35,CTRA1-M-045-2,2026-07-21 02:30:02.965479+00
03b3b3fe-d3fa-44cc-930d-2bb60a0bd610,SKU-10928,Wheel Axle K30,CTRA1-H-024-1,2026-07-21 02:30:02.965479+00
03ca8d9f-4968-4207-8b40-a5b0ca032cdc,SKU-12647,Motor K51,CTRA1-U-064-2,2026-07-21 02:30:02.965479+00
03ec92a1-d36c-446b-928a-2b3c63d7d7c0,SKU-12249,Motor X30,CTRA1-R-054-2,2026-07-21 02:30:02.965479+00
04065a95-77a6-41b2-8059-f8549edbd6d7,SKU-10862,Wheel Axle E49,CTRA1-G-054-1,2026-07-21 02:30:02.965479+00
0413cd56-9f41-48d2-806f-6a53a5b02b03,SKU-12646,Casing J83,CTRA1-U-064-1,2026-07-21 02:30:02.965479+00
0421fe8b-7b8c-4815-8eb8-03bad0ef4534,SKU-10109,Gearbox Y42,CTRA1-A-055-2,2026-07-21 02:30:02.965479+00
042f6c0e-888f-487a-843b-ba8abb70c4e1,SKU-11537,Casing F46,CTRA1-M-013-2,2026-07-21 02:30:02.965479+00
0431e684-540d-4234-b042-40799147a7e9,SKU-11680,Casing S93,CTRA1-N-022-1,2026-07-21 02:30:02.965479+00
0433b5ae-9a0f-4696-88fc-736a8dd8d3d5,SKU-10420,Casing H80,CTRA1-D-022-1,2026-07-21 02:30:02.965479+00
043ed22f-bc53-45b7-80fd-b11be7053e9d,SKU-10257,Panel L91,CTRA1-C-003-2,2026-07-21 02:30:02.965479+00
0450fce4-f867-436c-bae7-83359c93596a,SKU-13021,Wheel Axle P31,CTRA1-X-062-2,2026-07-21 02:30:02.965479+00
0461b8bd-2bb0-44f9-901e-5959ec0ae319,SKU-10696,Casing R70,CTRA1-F-034-1,2026-07-21 02:30:02.965479+00
0465c664-04dd-45c2-8ac3-ad90ab84f98c,SKU-11209,Casing C47,CTRA1-J-038-2,2026-07-21 02:30:02.965479+00
04a2e4d5-fb3e-4e7c-83dd-000b1823de7e,SKU-11049,Casing D19,CTRA1-I-021-2,2026-07-21 02:30:02.965479+00
04be72f4-4b9e-4b9a-a2bb-ec8d5ba50649,SKU-12625,Motor M31,CTRA1-U-053-2,2026-07-21 02:30:02.965479+00
04c28b62-668a-42d4-9481-023868f716c8,SKU-11231,Body Shell H24,CTRA1-J-049-2,2026-07-21 02:30:02.965479+00
04c5c4d7-8151-4534-904d-4cfa002cef5f,SKU-12046,Casing Y67,CTRA1-Q-016-1,2026-07-21 02:30:02.965479+00
04d4bd9c-ab20-44d3-b7c9-07728c4639f9,SKU-12321,Body Shell S32,CTRA1-S-027-2,2026-07-21 02:30:02.965479+00
04d767d8-93a9-41f7-9fb6-8dfd424228c8,SKU-10285,Wheel Axle T56,CTRA1-C-017-2,2026-07-21 02:30:02.965479+00
04fe69bc-1d83-4c48-ad67-91556f10db5f,SKU-11871,Casing E37,CTRA1-O-054-2,2026-07-21 02:30:02.965479+00
04fe6cdb-a8a9-4f62-bc37-6c071a6373d4,SKU-10347,Motor S4,CTRA1-C-048-2,2026-07-21 02:30:02.965479+00
051f1c7d-210c-43b7-9a39-d7e98670c483,SKU-10218,Wheel Axle O85,CTRA1-B-047-1,2026-07-21 02:30:02.965479+00
052419d3-e3f9-4ccf-80a8-795d277c0249,SKU-12887,Casing C30,CTRA1-W-058-2,2026-07-21 02:30:02.965479+00
05409af9-4830-4d9a-8744-c20846e182a7,SKU-12555,Casing O49,CTRA1-U-018-2,2026-07-21 02:30:02.965479+00
055b9bf0-f824-4464-93d2-9f34d47257a8,SKU-10849,Casing X77,CTRA1-G-047-2,2026-07-21 02:30:02.965479+00
0572ff34-bd94-45a1-814e-7959ee7f41ff,SKU-11571,Gearbox Z7,CTRA1-M-030-2,2026-07-21 02:30:02.965479+00
057895ee-ef15-47b2-b021-422aee55c5a1,SKU-12905,Wheel Axle I75,CTRA1-X-004-2,2026-07-21 02:30:02.965479+00
057cc2ed-96e2-482e-9241-5af97af67f50,SKU-12772,Body Shell Y7,CTRA1-W-001-1,2026-07-21 02:30:02.965479+00
058335c9-9b52-40e1-9b58-4b6f04859bcf,SKU-12436,Sensor Component S65,CTRA1-T-022-1,2026-07-21 02:30:02.965479+00
058860c9-7c55-41e6-b1ea-55c7d2a5644d,SKU-11195,Motor E28,CTRA1-J-031-2,2026-07-21 02:30:02.965479+00
05893141-6d8a-47f3-8473-a15dc4a9954b,SKU-12402,Gearbox W89,CTRA1-T-005-1,2026-07-21 02:30:02.965479+00
05935151-a91b-422f-8e52-baab6b6f4919,SKU-10791,Gearbox Y45,CTRA1-G-018-2,2026-07-21 02:30:02.965479+00
0596e82c-5019-40ab-8cc8-d74e5ab9453f,SKU-11346,Panel M99,CTRA1-K-044-1,2026-07-21 02:30:02.965479+00
05a14b2f-1ba1-44af-a7e6-323968cbefbd,SKU-10502,Casing C92,CTRA1-D-063-1,2026-07-21 02:30:02.965479+00
05a4b950-2078-4fc5-86a7-dd33952ba362,SKU-11591,Gearbox T89,CTRA1-M-040-2,2026-07-21 02:30:02.965479+00
05bbe944-ff77-4f51-9040-d057958ca240,SKU-11083,Casing N47,CTRA1-I-038-2,2026-07-21 02:30:02.965479+00
05cea298-10de-4a4b-b360-975adc446207,SKU-10313,Casing N50,CTRA1-C-031-2,2026-07-21 02:30:02.965479+00
05d073a3-0a54-4856-bab9-9ed9bf9fe3f9,SKU-12808,Gearbox R58,CTRA1-W-019-1,2026-07-21 02:30:02.965479+00
060219ae-74a8-4fbc-8acc-47bc47530052,SKU-12605,Wheel Axle T80,CTRA1-U-043-2,2026-07-21 02:30:02.965479+00
060ee97a-234c-4982-a308-bea447914ca6,SKU-10510,Casing E27,CTRA1-E-004-1,2026-07-21 02:30:02.965479+00
063e5fd3-05a7-4acb-bf1a-5b5003bd3831,SKU-10039,Chassis O93,CTRA1-A-020-2,2026-07-21 02:30:02.965479+00
066fe356-aff9-4710-9621-32f88c7daa53,SKU-12233,Sensor Component Q97,CTRA1-R-046-2,2026-07-21 02:30:02.965479+00
0675e14c-a5ab-405a-9540-e7d1a3e13145,SKU-12355,Chassis M70,CTRA1-S-044-2,2026-07-21 02:30:02.965479+00
067f5c0a-6672-4d94-a810-ddf452cd585e,SKU-10713,Wheel Axle O67,CTRA1-F-042-2,2026-07-21 02:30:02.965479+00
069f7682-7600-46d0-8f88-2540487f22aa,SKU-10875,Chassis S18,CTRA1-G-060-2,2026-07-21 02:30:02.965479+00
06af583b-8193-4517-88d1-43850963dfcc,SKU-10664,Wheel Axle X32,CTRA1-F-018-1,2026-07-21 02:30:02.965479+00
06baf798-8184-45fd-80b3-07bbee4003b0,SKU-11606,Wheel Axle T62,CTRA1-M-048-1,2026-07-21 02:30:02.965479+00
06cccc66-afca-43da-b5b3-3c26a4521b06,SKU-12474,Wheel Axle Y38,CTRA1-T-041-1,2026-07-21 02:30:02.965479+00
06ce1919-5042-49c5-b050-3fa663187ffc,SKU-12408,Gearbox H5,CTRA1-T-008-1,2026-07-21 02:30:02.965479+00
06e8bcea-5f54-44c6-9bc4-ff30b3c3740d,SKU-12430,Wheel Axle V86,CTRA1-T-019-1,2026-07-21 02:30:02.965479+00
06fa9d69-da18-485a-8593-893268e79a17,SKU-12775,Motor X1,CTRA1-W-002-2,2026-07-21 02:30:02.965479+00
07134f80-539b-491b-b5fd-65134f351377,SKU-10595,Gearbox M95,CTRA1-E-046-2,2026-07-21 02:30:02.965479+00
07324fc6-dfdd-484e-85c1-b13782380969,SKU-13014,Casing H58,CTRA1-X-059-1,2026-07-21 02:30:02.965479+00
0738af25-c2db-47ac-ae3d-96cf8066d81c,SKU-12131,Panel B99,CTRA1-Q-058-2,2026-07-21 02:30:02.965479+00
074b92de-32c3-4378-b420-0a224f3ed273,SKU-12022,Casing O67,CTRA1-Q-004-1,2026-07-21 02:30:02.965479+00
0789e9ad-bc79-44dd-9c05-3e1a0bd4c938,SKU-12919,Chassis L26,CTRA1-X-011-2,2026-07-21 02:30:02.965479+00
079d1f4b-f945-46cd-8c07-9d81f06afd20,SKU-10090,Chassis T34,CTRA1-A-046-1,2026-07-21 02:30:02.965479+00
07c79a64-9789-4013-b5ad-274132289168,SKU-11493,Body Shell J73,CTRA1-L-054-2,2026-07-21 02:30:02.965479+00
07e56ea5-92d8-4c45-9a85-786ad625ed67,SKU-11401,Gearbox O16,CTRA1-L-008-2,2026-07-21 02:30:02.965479+00
07e73ce4-4ac8-4eaa-97cf-19afebca9d5f,SKU-10337,Body Shell S48,CTRA1-C-043-2,2026-07-21 02:30:02.965479+00
07f2e1db-01e3-4f36-a44e-a1b87bef6a37,SKU-11121,Panel W46,CTRA1-I-057-2,2026-07-21 02:30:02.965479+00
080cd4a4-a0f4-4506-9311-913409ac92a5,SKU-11215,Body Shell J49,CTRA1-J-041-2,2026-07-21 02:30:02.965479+00
08176fdf-4b32-4c99-a083-84cec75a3fcc,SKU-12820,Wheel Axle I92,CTRA1-W-025-1,2026-07-21 02:30:02.965479+00
08186138-7b11-43fb-a262-d9ac188a11d2,SKU-12599,Casing W28,CTRA1-U-040-2,2026-07-21 02:30:02.965479+00
0818f671-f409-44a1-b96a-617e09af6be9,SKU-11592,Panel D45,CTRA1-M-041-1,2026-07-21 02:30:02.965479+00
0832aa9d-7931-481f-97ec-e2d7db968938,SKU-11931,Chassis G93,CTRA1-P-021-2,2026-07-21 02:30:02.965479+00
08444d90-1dd7-46f8-a484-7de8dd1b2074,SKU-11426,Gearbox H27,CTRA1-L-021-1,2026-07-21 02:30:02.965479+00
085ca0d1-1da9-4fa6-87ec-948a5e47267a,SKU-12785,Body Shell U18,CTRA1-W-007-2,2026-07-21 02:30:02.965479+00
08600b30-40d2-4d09-a363-958bcd7d7d9e,SKU-11658,Panel B93,CTRA1-N-011-1,2026-07-21 02:30:02.965479+00
086687cb-d52d-497d-aa02-777ddeed7916,SKU-10705,Panel W80,CTRA1-F-038-2,2026-07-21 02:30:02.965479+00
0873f820-141a-4a36-bceb-0f6527343aca,SKU-12362,Wheel Axle P28,CTRA1-S-048-1,2026-07-21 02:30:02.965479+00
0882aabf-ba9c-4745-b9fd-caf5f1535f9f,SKU-12152,Wheel Axle K3,CTRA1-R-006-1,2026-07-21 02:30:02.965479+00
089d9758-4751-4f9c-99f9-de31160acc94,SKU-12245,Wheel Axle K50,CTRA1-R-052-2,2026-07-21 02:30:02.965479+00
08d428c7-e79d-4114-b7c3-cd7a47a55f6e,SKU-11472,Motor Q10,CTRA1-L-044-1,2026-07-21 02:30:02.965479+00
08e4ccd1-b37b-4d0e-be62-8ac78ffc7905,SKU-11681,Wheel Axle O8,CTRA1-N-022-2,2026-07-21 02:30:02.965479+00
09125b28-22ff-47bd-ad4b-ed87a421f3a3,SKU-10939,Sensor Component G46,CTRA1-H-029-2,2026-07-21 02:30:02.965479+00
091a34a2-22cb-4b0e-bc4f-13e53102a58e,SKU-12226,Casing F77,CTRA1-R-043-1,2026-07-21 02:30:02.965479+00
093a5652-18fe-4f9e-81ae-3c214cdee163,SKU-11869,Gearbox W3,CTRA1-O-053-2,2026-07-21 02:30:02.965479+00
094b6aef-c673-460c-a906-e715f8be4a75,SKU-11410,Motor D9,CTRA1-L-013-1,2026-07-21 02:30:02.965479+00
0969a41e-5675-42d7-b775-bf3cf8a7e6c6,SKU-10048,Panel A29,CTRA1-A-025-1,2026-07-21 02:30:02.965479+00
0989327c-a818-41f2-8df4-3db6ad40e563,SKU-12717,Gearbox E74,CTRA1-V-036-2,2026-07-21 02:30:02.965479+00
098966bc-2418-4331-ba49-0f912c76bedd,SKU-12893,Panel H75,CTRA1-W-061-2,2026-07-21 02:30:02.965479+00
09a3d14e-b9dd-451d-9cf8-5e1bc29bc4f1,SKU-10310,Casing C29,CTRA1-C-030-1,2026-07-21 02:30:02.965479+00
09a4937e-09cf-4b01-89db-bf7a4f584874,SKU-11450,Motor S42,CTRA1-L-033-1,2026-07-21 02:30:02.965479+00
09c7810f-803b-45b3-be50-34b1905cba90,SKU-11805,Casing I0,CTRA1-O-021-2,2026-07-21 02:30:02.965479+00
09cbb54e-da0f-4bbe-95c9-899b8fd3f4fa,SKU-10247,Panel N83,CTRA1-B-061-2,2026-07-21 02:30:02.965479+00
09cf73cd-a32c-47ce-8ba9-87a43cb0fcb8,SKU-11264,Body Shell U39,CTRA1-K-003-1,2026-07-21 02:30:02.965479+00
09d26cdd-0630-41f4-870f-2f4a7d395732,SKU-12854,Chassis W90,CTRA1-W-042-1,2026-07-21 02:30:02.965479+00
0a09888d-0839-484e-a3e0-4b8604095489,SKU-12903,Motor N39,CTRA1-X-003-2,2026-07-21 02:30:02.965479+00
0a59f785-43a7-425f-acee-3e5375301006,SKU-10743,Panel G67,CTRA1-F-057-2,2026-07-21 02:30:02.965479+00
0a63b982-5d98-4c88-a142-49614794d8da,SKU-10085,Wheel Axle O66,CTRA1-A-043-2,2026-07-21 02:30:02.965479+00
0a684928-969d-4315-9497-3f960a560ad3,SKU-10429,Casing O33,CTRA1-D-026-2,2026-07-21 02:30:02.965479+00
0a82ce8b-7f89-4da8-912e-88f85cd4e214,SKU-12227,Motor K93,CTRA1-R-043-2,2026-07-21 02:30:02.965479+00
0aadea66-c345-4795-8584-6b6a48a07656,SKU-10463,Gearbox E65,CTRA1-D-043-2,2026-07-21 02:30:02.965479+00
0ab2a294-21a3-4184-a7b1-b63bab1eda79,SKU-10074,Body Shell S45,CTRA1-A-038-1,2026-07-21 02:30:02.965479+00
0af2339c-2ed7-4278-ac50-729999b9903c,SKU-10018,Sensor Component O2,CTRA1-A-010-1,2026-07-21 02:30:02.965479+00
0afbd533-26e6-48e7-b2e7-6636b33fdd0a,SKU-11962,Sensor Component O89,CTRA1-P-037-1,2026-07-21 02:30:02.965479+00
0b162790-5e0e-47e9-85f7-ed8c37bacfc1,SKU-12156,Panel W33,CTRA1-R-008-1,2026-07-21 02:30:02.965479+00
0b1dcc79-f730-49bf-99c0-7fbf48a0eb8e,SKU-10656,Body Shell J13,CTRA1-F-014-1,2026-07-21 02:30:02.965479+00
0b27594c-96d9-4219-bbe6-3a0cd768ec2d,SKU-11239,Motor K53,CTRA1-J-053-2,2026-07-21 02:30:02.965479+00
0b8271ce-f944-49b4-98af-8a77fe9d2e82,SKU-12032,Body Shell V42,CTRA1-Q-009-1,2026-07-21 02:30:02.965479+00
0b8dfb86-028f-491f-82fd-beaa48343e80,SKU-10711,Sensor Component C61,CTRA1-F-041-2,2026-07-21 02:30:02.965479+00
0b987d23-1591-4fab-b5cb-62879c66a62a,SKU-10027,Gearbox W77,CTRA1-A-014-2,2026-07-21 02:30:02.965479+00
0b9dbc2d-7265-4755-a6cf-f117bd88cb35,SKU-10521,Body Shell J66,CTRA1-E-009-2,2026-07-21 02:30:02.965479+00
0bab0802-0e9b-41c8-879f-2b938ab56e2f,SKU-10681,Gearbox D3,CTRA1-F-026-2,2026-07-21 02:30:02.965479+00
0bb19e16-7c07-4a46-aa4b-526a640523d3,SKU-11172,Wheel Axle Y60,CTRA1-J-020-1,2026-07-21 02:30:02.965479+00
0bb9701e-5ee1-4ef7-bc72-763a1533b5c6,SKU-12210,Panel O4,CTRA1-R-035-1,2026-07-21 02:30:02.965479+00
0bc66054-8fc1-4b76-9c10-17347840eaeb,SKU-12228,Wheel Axle V80,CTRA1-R-044-1,2026-07-21 02:30:02.965479+00
0c06d1bb-13fc-4eaf-9d8c-85e51f3977e6,SKU-12009,Wheel Axle M96,CTRA1-P-060-2,2026-07-21 02:30:02.965479+00
0c43ea2e-ec9d-421f-a1bc-7698f1461b4d,SKU-10845,Wheel Axle Q60,CTRA1-G-045-2,2026-07-21 02:30:02.965479+00
0c6133c1-d42e-4177-836f-dda19217e297,SKU-12986,Body Shell Q98,CTRA1-X-045-1,2026-07-21 02:30:02.965479+00
0c96c5a9-0981-402d-969d-5de2be73b584,SKU-12832,Chassis C42,CTRA1-W-031-1,2026-07-21 02:30:02.965479+00
0c988caa-c1d1-4339-a982-de82846b35d4,SKU-11208,Gearbox O99,CTRA1-J-038-1,2026-07-21 02:30:02.965479+00
0ca4ef49-12cd-420f-88cf-f6aa8ca5060b,SKU-10934,Motor F54,CTRA1-H-027-1,2026-07-21 02:30:02.965479+00
0caac227-a1f7-4098-89c3-6a8e0fcd41d1,SKU-10209,Casing Q9,CTRA1-B-042-2,2026-07-21 02:30:02.965479+00
0cbd2e1d-2ac5-4f9e-a1b0-9c59ff264f7b,SKU-12679,Casing J42,CTRA1-V-017-2,2026-07-21 02:30:02.965479+00
0cc5d36f-dba0-4936-bd09-fdf2f8fce86f,SKU-10602,Gearbox U74,CTRA1-E-050-1,2026-07-21 02:30:02.965479+00
0ce24a03-b241-4c07-ab4b-de412194b514,SKU-10379,Motor M66,CTRA1-C-064-2,2026-07-21 02:30:02.965479+00
0cf9ce56-5104-4cfd-90cc-7b21008df64e,SKU-10905,Motor C88,CTRA1-H-012-2,2026-07-21 02:30:02.965479+00
0d292ff6-7403-4df3-809a-349c169aebd7,SKU-10979,Body Shell I42,CTRA1-H-049-2,2026-07-21 02:30:02.965479+00
0d737746-e212-4b57-983f-e799ea3267bb,SKU-12344,Body Shell P37,CTRA1-S-039-1,2026-07-21 02:30:02.965479+00
0d741fba-94ce-4890-b385-f1068101be87,SKU-11353,Panel O15,CTRA1-K-047-2,2026-07-21 02:30:02.965479+00
0d7425a0-c749-4dae-a1d0-2c1f5932fbe9,SKU-12034,Body Shell M47,CTRA1-Q-010-1,2026-07-21 02:30:02.965479+00
0d92e9bb-2c0e-4f74-be07-077599ce4a6f,SKU-12066,Sensor Component H3,CTRA1-Q-026-1,2026-07-21 02:30:02.965479+00
0d995d5a-db64-40e9-aa87-383f08b4d5f3,SKU-10716,Body Shell T74,CTRA1-F-044-1,2026-07-21 02:30:02.965479+00
0da5ec6e-af58-48dc-a469-268cf0bb3ab4,SKU-10731,Gearbox K11,CTRA1-F-051-2,2026-07-21 02:30:02.965479+00
0dcf308b-89b6-4936-9411-cf5079582bb1,SKU-10341,Gearbox G71,CTRA1-C-045-2,2026-07-21 02:30:02.965479+00
0e115231-b335-4474-b2be-205cefb2439d,SKU-12332,Casing D48,CTRA1-S-033-1,2026-07-21 02:30:02.965479+00
0e540f5a-19f6-4af8-bb81-03ad3587e65d,SKU-10162,Casing V34,CTRA1-B-019-1,2026-07-21 02:30:02.965479+00
0e7004e4-55f6-43ec-8d07-62fb42a58c9a,SKU-11024,Panel W24,CTRA1-I-009-1,2026-07-21 02:30:02.965479+00
0e762a10-d205-48c9-97ec-d1e9b8050c06,SKU-12851,Gearbox R32,CTRA1-W-040-2,2026-07-21 02:30:02.965479+00
0e7e4277-0fda-427b-b4e3-1ee277694c0e,SKU-11568,Casing P28,CTRA1-M-029-1,2026-07-21 02:30:02.965479+00
0e893403-da6a-47b9-8df7-bd3492d9fa72,SKU-11641,Panel J26,CTRA1-N-002-2,2026-07-21 02:30:02.965479+00
0ebd99ce-4bf1-42bd-bfac-5607bfb062bd,SKU-11050,Body Shell W84,CTRA1-I-022-1,2026-07-21 02:30:02.965479+00
0ec07707-6211-4924-b049-cdf8619efa0b,SKU-10637,Chassis S24,CTRA1-F-004-2,2026-07-21 02:30:02.965479+00
0f4e0ad1-9aea-4764-ba3a-ccd9a0c0c8a3,SKU-10392,Gearbox Z57,CTRA1-D-008-1,2026-07-21 02:30:02.965479+00
0f86fe27-c62d-4c0a-b704-49f900ba93e6,SKU-10281,Casing E89,CTRA1-C-015-2,2026-07-21 02:30:02.965479+00
0f8eda59-6e29-4c0b-b12c-dd7d3be58ff3,SKU-12988,Motor I66,CTRA1-X-046-1,2026-07-21 02:30:02.965479+00
0f9293b1-e1df-4c1c-b285-2f8303da73b6,SKU-12276,Gearbox U69,CTRA1-S-005-1,2026-07-21 02:30:02.965479+00
0f98a27c-05c3-4fdb-a392-8d4ed7420cda,SKU-10320,Gearbox C70,CTRA1-C-035-1,2026-07-21 02:30:02.965479+00
0fcd02a9-0870-43cf-a17d-2c605c2a8bd5,SKU-12017,Sensor Component F54,CTRA1-Q-001-2,2026-07-21 02:30:02.965479+00
0fde7372-eaf3-4a6b-9063-10279eda6bf5,SKU-11980,Motor V7,CTRA1-P-046-1,2026-07-21 02:30:02.965479+00
0ffc5b0c-f437-46cc-83c3-4cb5997f69e2,SKU-12614,Wheel Axle J38,CTRA1-U-048-1,2026-07-21 02:30:02.965479+00
0fffe726-5fa2-42ad-8435-57f0d8bde38b,SKU-12191,Panel D91,CTRA1-R-025-2,2026-07-21 02:30:02.965479+00
100fedcf-9599-4334-a2de-9c7f700907b8,SKU-11017,Body Shell P69,CTRA1-I-005-2,2026-07-21 02:30:02.965479+00
102851dc-5602-4568-92ad-478c61639f29,SKU-11915,Body Shell S76,CTRA1-P-013-2,2026-07-21 02:30:02.965479+00
104853c9-2d79-4ce8-ae36-d9c1a9c4aaae,SKU-10110,Motor R95,CTRA1-A-056-1,2026-07-21 02:30:02.965479+00
1050746a-7eaa-46a8-b5a0-d3e83b6ec168,SKU-10507,Wheel Axle P2,CTRA1-E-002-2,2026-07-21 02:30:02.965479+00
